Unit_Name_1,Score
natl inst educ,2.8
univ giessen,2.791666667
indiana univ purdue univ indianapolis,2.757575758
windesheim univ appl sci,2.75
univ tulsa,2.75
univ cardiff wales,2.75
furman univ,2.75
univ kassel,2.75
autonomous univ madrid,2.75
fu jen catholic univ,2.75
univ liege,2.75
drury univ,2.733333333
calif state univ los angeles,2.726190476
univ ramon llull,2.7
interdisciplinary ctr,2.7
bowie state univ,2.7
winthrop univ,2.7
miami univ ohio,2.7
us forest serv,2.7
univ missouri st louis,2.7
augustana coll,2.7
univ nottingham ningbo,2.666666667
loma linda univ,2.666666667
univ aalborg,2.666666667
univ ceu cardenal herrera,2.666666667
amer inst res,2.666666667
free univ brussels,2.666666667
yezreel valley coll,2.666666667
univ urbino,2.666666667
natl dong hwa univ,2.666666667
mt st vincent univ,2.666666667
keimyung univ,2.666666667
york coll penn,2.666666667
univ redlands,2.666666667
rollins coll,2.666666667
ctbc financial management coll,2.666666667
univ regina,2.666666667
davidson coll,2.666666667
shantou univ,2.666666667
elect &amp; telecommun res inst,2.666666667
who,2.663636364
univ iberoamer,2.658333333
southern illinois univ,2.633333333
univ kebangsaan malaysia,2.625
calif lutheran univ,2.616666667
natl inst informat,2.6
univ social sci &amp; humanities,2.6
makerere univ,2.590909091
colorado sch mines,2.583333333
phoenix ctr adv legal &amp; econ publ policy studies,2.583333333
gonzaga univ,2.583333333
univ roma tor vergata,2.583333333
hangzhou dianzi univ,2.583333333
tech univ darmstadt,2.583333333
stonehill coll,2.583333333
providence coll,2.583333333
univ santiago chile,2.566666667
univ tecn particular loja,2.55
univ stuttgart,2.547619048
tu dortmund univ,2.538461538
daegu univ,2.533333333
univ southern mississippi,2.533333333
univ torino,2.533333333
leibniz inst wissensmedien,2.504761905
western oregon univ,2.5
lebanese amer univ,2.5
st lawrence univ,2.5
univ namur,2.5
univ montpellier,2.5
i shou univ,2.5
ibm corp,2.5
halmstad univ,2.5
univ fed fluminense,2.5
so connecticut state univ,2.5
univ dublin trinity coll,2.5
univ pompeu fabra barcelona,2.5
ilmenau univ technol,2.5
gallup &amp; robinson inc,2.5
akita int univ,2.5
univ regensburg,2.5
aix marseille univ,2.5
univ ibadan,2.5
muhlenberg coll,2.5
napier univ,2.5
natl &amp; capodistrian univ athens,2.5
natl agcy special needs educ &amp; sch,2.5
edge hill univ,2.5
kanto gakuin univ,2.5
huawei technol,2.5
univ asia &amp; pacific,2.5
univ luneburg,2.5
univ lima,2.5
brattle grp,2.5
nova se univ,2.5
vassar coll,2.5
poznan univ econ,2.5
univ wolverhampton,2.5
univ texas med branch,2.5
ctr addict &amp; mental hlth,2.5
providence univ,2.5
ulsan natl inst sci &amp; technol,2.5
unc charlotte,2.5
rand,2.5
univ bolton,2.5
robert gordon univ,2.5
univ botswana,2.5
univ la verne,2.5
unsw australia,2.5
webster univ,2.5
univ london royal holloway &amp; bedford new coll,2.5
univ wisconsin parkside,2.5
queen margaret univ coll,2.5
usn,2.5
ecole hautes etud sci sociales,2.476190476
sapir acad coll,2.45
univ passau,2.45
commiss european communities,2.444444444
xiamen univ,2.444444444
path,2.433333333
flinders univ s australia,2.428571429
gallup org inc,2.422222222
washington univ st louis,2.416666667
mercer univ,2.416666667
ntnu,2.4
bocconi univ,2.4
univ naples federico ii,2.4
gallup inc,2.392857143
decis res,2.388888889
univ innsbruck,2.376190476
nielsen co,2.366666667
univ massachusetts boston,2.366666667
alexander von humboldt inst internet &amp; soc,2.35
zhejiang univ finance &amp; econ,2.35
cedarville univ,2.333333333
grant macewan univ,2.333333333
univ sherbrooke,2.333333333
orange,2.333333333
itam,2.333333333
univ north carolina greensboro,2.333333333
calif state univ stanislaus,2.333333333
sammy ofer sch commun,2.333333333
kuwait univ,2.333333333
st thomas univ,2.333333333
univ las palmas gran canaria,2.333333333
dresden univ technol,2.333333333
sci po,2.333333333
regis univ,2.333333333
wellesley coll,2.333333333
european commiss,2.333333333
med univ vienna,2.333333333
penn state,2.333333333
int christian univ,2.333333333
univ thessaly,2.333333333
iulm univ,2.333333333
s dakota state univ,2.333333333
univ guam,2.333333333
new york times co,2.333333333
univ coll wales,2.333333333
concordia univ wisconsin,2.333333333
univ halle wittenberg,2.333333333
yeditepe univ,2.333333333
queens univ charlotte,2.333333333
h lee moffitt canc ctr &amp; res inst,2.324236874
zurich univ appl sci,2.30952381
inst employment res,2.307575758
nielsen media res,2.283333333
telecom ecole management,2.283333333
inst employment res iab,2.277777778
sintef,2.266666667
calif state univ chico,2.25952381
lse,2.25
sw missouri state univ,2.25
catholic univ eichstaett ingolstadt,2.25
univ cambridge emmanuel coll,2.25
univ oxford nuffield coll,2.25
valparaiso univ,2.25
millward brown,2.25
univ prince edward isl,2.25
pew internet &amp; amer life project,2.25
james cook univ,2.25
univ luxembourg,2.25
univ ontario,2.25
karolinska inst,2.25
albany coll pharm &amp; hlth sci,2.25
roanoke coll,2.25
advertising res fdn,2.25
univ vaasa,2.25
univ insubria,2.25
virginia tech univ,2.25
caltech,2.25
calif state univ channel isl,2.235714286
kyungsung univ,2.233333333
arkansas state univ,2.226190476
london s bank univ,2.225
ernst moritz arndt univ greifswald,2.214285714
cuny brooklyn coll,2.2
iona coll,2.2
arkansas tech univ,2.2
dept commun,2.2
jalan univ,2.2
univ siena,2.2
turku sch econ &amp; business adm,2.2
suny,2.166666667
victoria univ,2.166666667
polish acad sci,2.166666667
middlebury coll,2.166666667
islamic azad univ,2.166666667
royal inst technol kth,2.166666667
florida inst technol,2.166666667
univ dortmund,2.166666667
dongyang tech coll,2.166666667
niosh,2.166666667
univ naples,2.166666667
kainan univ,2.166666667
facebook,2.166666667
haverford coll,2.166666667
calif state univ san marcos,2.166666667
ramon llull univ,2.166666667
scuola normale super,2.166666667
prevent res ctr,2.166666667
kyungpook natl univ,2.166666667
usa,2.15
christopher newport univ,2.142857143
family hlth int,2.133333333
natl sci fdn,2.125
unicef,2.119047619
sejong univ,2.116666667
pacific inst res &amp; evaluat,2.110714286
univ tunku abdul rahman,2.1
oxford internet inst,2.1
catholic univ portugal,2.1
kutztown univ penn,2.083333333
jamia millia islamia,2.083333333
jeonju univ,2.083333333
univ alberto hurtado,2.083333333
dankook univ,2.083333333
univ crete,2.083333333
west chester univ,2.083333333
univ bordeaux,2.075
indian inst technol,2.066666667
univ akureyri,2.05952381
truth initiat,2.054545455
cent connecticut state univ,2.05
intel corp,2.033333333
philadelphia univ,2.033333333
kaiser permanente,2.009401709
max planck inst res collect goods,2
univ coll cork,2
calif state univ monterey bay,2
natl consumer res ctr,2
ain shams univ,2
global hlth commun,2
max stern acad coll emek yezreel,2
univ rosario,2
univ hyderabad,2
univ banja luka,2
middlesex univ london,2
univ coll falmouth,2
univ san jorge zaragoza,2
telenor res,2
toyo univ,2
australian competit &amp; consumer commiss,2
int max planck res sch language sci,2
mercy coll,2
oxfam int,2
metropolitan state univ denver,2
natl changhua univ educ,2
frameworks inst,2
john paul ii catholic univ lublin,2
ashkelon acad coll,2
trinity western univ,2
se missouri state univ,2
univ autonoma metropolitana,2
univ so indiana,2
korean broadcasting syst,2
meiji gakuin univ,2
oecd,2
univ konstanz,2
univ colombo,2
univ diego portales santiago,2
shahid chamran univ ahvaz,2
univ arts,2
univ kuopio,2
comscore inc,2
etri,2
univ arts berlin,2
paris saclay univ,2
flir syst,2
sun microsyst inc,2
ctr european econ res zew,2
swansea metropolitan univ,2
usi,2
juarez autonomous univ tabasco,2
sodertorn univ coll,2
catholic univ,2
hadassah acad coll,2
danish sch media &amp; journalism,2
ctr study dev soc,2
lirneasia,2
suny coll new paltz,2
dogus univ,2
king saud univ,2
pontificia univ javeriana,2
populat media ctr,2
natl taichung univ sci &amp; technol,2
dokuz eylul univ,2
harbin inst technol,2
unesco,2
loyola univ chicago,2
uned madrid,2
tallinn univ,2
univ heidelberg,2
salem state univ,2
salisbury univ,2
hasselt univ,2
lansing community coll,2
london guildhall univ,2
hawaii pacific univ,2
beihang univ,2
jacobs univ bremen,2
kent state univ stark,2
manhattan coll,2
natl univ ireland galway,2
univ tehran,2
ulster univ,2
univ libre brussels,2
mahidol univ,2
ucl inst educ,2
elizabethtown coll,2
univ fed pernambuco,2
qut,2
univ bari,2
natl inst dev adm,2
univ islas baleares,2
bangkok univ,2
us gen accounting off,2
new mexico inst min &amp; technol,2
hsin sheng coll med care &amp; management,2
graz univ,2
anna univ,2
albany state univ,2
natl inst ind engn nitie,2
hortresearch,2
london sch econ &amp; polit sci lse,2
yokohama city univ,2
unist,2
natl lib med,2
planned parenthood new york city,2
karoli gaspar univ reformed church,2
univ south pacific,2
case associates,2
sbr jucon consulting,2
leuphana univ luneburg,2
samford univ,2
int univ la rioja,2
univ tennessee knoxville,2
loughborough univ,2
naval postgrad sch,2
franklin &amp; marshall coll,2
multimedia univ,2
leuven sch mass commun res,1.985714286
csiro,1.966666667
univ concepcion,1.9625
resources future inc,1.95995671
univ appl sci,1.958333333
univ greenwich,1.952380952
eastern connecticut state univ,1.95
susquehanna univ,1.95
innovat res &amp; training,1.95
mt sinai sch med,1.943582888
univ genoa,1.916666667
heinrich heine univ dusseldorf,1.916666667
bryant coll,1.916666667
e tennessee state univ,1.916666667
cent china normal univ,1.9
eth,1.9
autoridade concorrencia,1.9
open univ netherlands,1.883333333
norwegian inst publ hlth,1.875
autonomous univ queretaro,1.833333333
shanghai univ sci &amp; technol,1.833333333
univ massachusetts dartmouth,1.833333333
fdn bbva,1.833333333
suny coll buffalo,1.833333333
swedish natl def coll,1.833333333
cis iul,1.833333333
carleton coll,1.833333333
em lyon business sch,1.833333333
interdisciplinary ctr idc,1.833333333
smith coll,1.833333333
luther coll,1.833333333
univ michigan flint,1.833333333
univ north carolina charlotte,1.833333333
univ no colorado,1.833333333
natl taiwan univ sci &amp; technol,1.833333333
zeppelin univ friedrichshafen,1.833333333
frostburg state univ,1.833333333
univ klagenfurt,1.833333333
univ frankfurt,1.833333333
samsung econ res inst,1.833333333
jaume i univ,1.833333333
human sci res council,1.8
canyon ranch inst,1.8
univ wroclaw,1.793589744
univ elect sci &amp; technol china,1.791666667
natl canc inst,1.783333333
tno,1.783333333
wichita state univ,1.783333333
inst univ lisboa iscte iul,1.783333333
univ lincoln,1.777777778
natl kaohsiung first univ sci &amp; technol,1.766666667
bangor univ,1.757575758
macalester coll,1.75
monmouth coll,1.75
beijing foreign studies univ,1.75
iscte iul,1.75
colgate univ,1.75
georgia gwinnett coll,1.75
univ macerata,1.75
hamburg media sch,1.75
stephen f austin state univ,1.75
ssrs social sci res solut,1.75
norwegian sch econ,1.75
ramapo coll,1.75
millersville univ pennsylvania,1.75
carlos iii univ madrid,1.75
univ poitiers,1.75
univ cent oklahoma,1.741666667
weill cornell med coll,1.73525641
univ calif,1.733333333
bellarmine univ,1.708333333
morgan state univ,1.7
linfield coll,1.7
univ british columbia okanagan,1.7
sesame workshop,1.7
aut univ,1.7
univ wisconsin eau claire,1.7
un,1.683333333
saginaw valley state univ,1.678571429
washburn univ,1.676190476
fhi,1.674242424
univ dallas,1.667857143
vrije univ amsterdam med ctr,1.666666667
langer res associates,1.666666667
southern cross univ,1.666666667
coll journalism &amp; commun,1.666666667
tech univ utrecht,1.666666667
univ joensuu,1.666666667
zuma,1.666666667
concordia coll,1.666666667
ecoamerica,1.666666667
gazi univ,1.666666667
william paterson univ,1.666666667
natl res univ,1.666666667
covenant univ,1.666666667
vienna univ econ &amp; business wu,1.666666667
sapienza univ rome,1.666666667
alma coll,1.666666667
calvin coll,1.666666667
pontificia univ catolica rio de janeiro,1.666666667
marie curie sklodowska univ,1.666666667
univ duesseldorf,1.666666667
sacred heart univ,1.666666667
east tennessee state univ,1.666666667
univ duisburg gesamthsch,1.666666667
finnish environm inst,1.666666667
populat council,1.666666667
uncg,1.666666667
univ aix marseille,1.666666667
natl chin yi univ technol,1.666666667
univ bradford,1.666666667
rush univ,1.658441558
jilin univ,1.65
sonoma state univ,1.65
univ pavia,1.65
german inst econ res diw berlin,1.647619048
netherlands inst hlth serv res nivel,1.628571429
ehrenberg bass inst,1.625
univ iceland,1.616666667
gachon univ,1.616666667
navigant econ llc,1.6
mediascience,1.6
univ catolica temuco,1.6
colby coll,1.590909091
xi an jiao tong univ,1.583333333
western univ,1.583333333
ecole normale super lyon,1.583333333
icahn sch med mt sinai,1.583333333
nw missouri state univ,1.583333333
wissensch zentrum berlin sozialforsch,1.583333333
univ estadual campinas,1.583333333
univ dundee,1.583333333
inst univ lisboa,1.576190476
chinese acad social sci,1.566666667
univ nicosia,1.544444444
vet affairs med ctr,1.541666667
san francisco gen hosp,1.537121212
fred hutchinson canc res ctr,1.533333333
harvard grad sch educ,1.533333333
hans bredow inst media res,1.533333333
leeds beckett univ,1.533333333
niagara univ,1.517857143
boston consulting grp inc,1.5
osaka kyoiku univ,1.5
john cabot univ,1.5
univ paris est marne la vallee,1.5
univ rouen,1.5
penn state altoona,1.5
univ mary washington,1.5
feng chia univ,1.5
univ teknol brunei,1.5
abertay univ,1.5
univ bundeswehr,1.5
univ roma tre,1.5
publ policy inst calif,1.5
nanyang technol univ singapore,1.5
us dept treasury,1.5
indiana univ east,1.5
nankai univ,1.5
embry riddle aeronaut univ,1.5
joong bu univ,1.5
la roche coll,1.5
univ linz,1.5
inst deutsch sprache,1.5
kaiser family fdn,1.5
tokyo womans christian univ,1.5
uit arctic univ norway,1.5
kingston univ london,1.5
univ dublin,1.5
europa univ viadrina frankfurt oder,1.5
isfahan univ technol,1.5
w texas a&amp;m univ,1.5
esc rennes sch business,1.5
missouri univ sci &amp; technol missouri s&amp;t,1.5
univ adolfo ibanez,1.5
slippery rock univ,1.5
norwegian sch management bi,1.5
etla,1.5
univ lleida,1.5
georgia tech,1.5
univ abertay dundee,1.5
leeds trinity univ,1.5
technol educ inst piraeus,1.5
wabash coll,1.5
governors state univ,1.5
gkss forschungszentrum geesthacht gmbh,1.5
sw baptist univ,1.5
glasgow caledonian univ,1.5
univ valle,1.5
univ parma,1.5
dept media &amp; commun,1.5
eotvos lorand univ,1.5
ieseg sch management,1.5
norwegian univ sci &amp; technol ntnu,1.5
sungkonghoe univ,1.5
natl econ res associates,1.5
univ south wales,1.5
univ derby,1.5
solers res grp,1.5
bloomsburg univ,1.5
univ maastricht,1.5
lmi,1.5
prime res,1.5
eastern new mexico univ,1.5
helsinki univ technol,1.5
univ cent england,1.5
univ bonn,1.5
ochanomizu univ,1.5
univ nis,1.5
columbus state univ,1.5
microsoft res india,1.5
comis mercado telecomunicac,1.5
lake forest coll,1.5
nicholls state univ,1.5
shandong univ,1.5
xian int studies univ,1.5
univ gdansk,1.5
telegeog inc,1.5
univ javeriana,1.5
univ washington bothell,1.5
univ illes balears,1.5
univ cent missouri,1.5
hebrew univ jerusalem hadassah hosp &amp; med sch,1.5
imperial coll business sch,1.5
calif state univ dominguez hills,1.5
redish &amp; associates inc,1.5
frontier econ ltd,1.5
univ coll worcester,1.5
lasell coll,1.5
icc,1.5
barry univ,1.5
univ jaume i castello,1.5
at&amp;t,1.5
univ jaume i castellon,1.5
catholic univ nijmegen,1.5
univ wisconsin stout,1.5
edinboro univ penn,1.5
bridgewater state coll,1.5
pondicherry engn coll,1.5
johns hopkins sch publ hlth,1.5
univ oberta catalunya barcelona,1.5
chaoyang univ technol,1.5
mt allison univ,1.5
stat norway,1.5
uni res rokkan ctr,1.5
grambling state univ,1.5
wenzhou univ,1.5
univ ceu san pablo madrid,1.5
sw jiaotong univ,1.5
oracle,1.5
univ lorraine,1.5
univ austral chile,1.5
brigham &amp; womens hosp,1.487373737
netlab network,1.483333333
max planck inst human dev,1.477777778
southeast univ,1.476190476
new york inst technol,1.476190476
inst stat math,1.476190476
rey juan carlos univ madrid,1.466666667
huntsman canc inst,1.462301587
res fdn flanders fwo,1.457575758
univ puerto rico,1.452380952
antwerp management sch,1.451190476
tongji univ,1.45
lulea univ technol,1.45
city hope natl med ctr,1.45
univ southern indiana,1.45
royal inst technol,1.45
brookings inst,1.433333333
univ bayreuth,1.416666667
knowledge media res ctr,1.416666667
iium,1.416666667
univ malta,1.416666667
meiji univ,1.416666667
nanjing univ finance &amp; econ,1.416666667
chang gung univ,1.416666667
urban inst,1.41025641
univ texas hlth sci ctr houston,1.408333333
young harris coll,1.4
med univ south carolina,1.4
univ estado rio de janeiro,1.395833333
max planck inst,1.392857143
univ nebraska med ctr,1.392857143
cairo univ,1.379166667
world econ forum,1.375
new york state psychiat inst &amp; hosp,1.375
univ lucerne,1.375
meharry med coll,1.37202381
roswell pk canc inst,1.368627451
porter novelli,1.366666667
st marys univ,1.366666667
univ jaen,1.366666667
nationwide childrens hosp,1.366666667
chalmers univ technol,1.366666667
shepherd univ,1.366666667
univ trier,1.361111111
univ osnabruck,1.35
univ kiel,1.342857143
hitotsubashi univ,1.340909091
charles darwin univ,1.333333333
univ cattolica sacro cuore milan,1.333333333
lahore univ management sci,1.333333333
univ ilorin,1.333333333
bogazici univ,1.333333333
columbia coll,1.333333333
univ catolica uruguay,1.333333333
univ primorska,1.333333333
univ miguel hernandez,1.333333333
memphis state univ,1.333333333
univ marburg,1.333333333
eindhoven univ,1.333333333
univ la rioja,1.333333333
univ fed rio grande do sul,1.333333333
abc news,1.333333333
woosuk univ,1.333333333
oswaldo cruz fdn fiocruz,1.333333333
microsoft corp,1.333333333
tzu chi univ,1.333333333
western connecticut state univ,1.333333333
cape peninsula univ technol,1.333333333
conicet,1.333333333
suny polytech inst,1.333333333
univ ioannina,1.333333333
iulm univ milan,1.333333333
berg univ wuppertal,1.333333333
williams coll,1.333333333
netherlands inst hlth serv res,1.333333333
univ s africa,1.333333333
catholic univ daegu,1.333333333
univ s africa unisa,1.333333333
newslab,1.333333333
kean univ,1.333333333
korea aerosp univ,1.333333333
univ montevallo,1.333333333
univ west indies,1.333333333
doha inst grad studies,1.333333333
turgut ozal univ,1.333333333
mt royal univ,1.333333333
de la salle univ,1.333333333
tokyo keizai univ,1.333333333
hec sch management,1.333333333
amer med assoc,1.333333333
warwick business sch,1.333333333
imperial coll,1.333333333
univ francisco vitoria madrid,1.333333333
east west ctr,1.333333333
dun laoghaire inst art design &amp; technol,1.333333333
ceu san pablo univ,1.333333333
btc,1.333333333
univ cardiff,1.333333333
austrian regulatory author broadcasting &amp; telecom,1.333333333
baldwin wallace univ,1.333333333
york st john univ,1.333333333
univ pablo olavide,1.333333333
univ dresden,1.333333333
univ lund,1.333333333
univ maribor,1.333333333
remin univ china,1.333333333
rose hulman inst technol,1.333333333
esan univ,1.333333333
univ penn wharton sch,1.333333333
harvard sch publ hlth,1.30952381
adam mickiewicz univ,1.3
natl canc ctr,1.266666667
univ technol troyes,1.25
xidian univ,1.25
univ palermo,1.25
seo econ res,1.25
whittier coll,1.25
canc inst nsw,1.25
leuphana univ,1.25
univ tennessee chattanooga,1.25
pacific union coll,1.25
acad coll tel aviv yaffo,1.25
rmit,1.25
cepr,1.25
ariel univ ctr,1.25
centerdata,1.25
ctr dis control,1.25
texas womans univ,1.25
ocad univ,1.25
de anza coll,1.25
univ paris saclay,1.25
res inst addict,1.25
res org informat &amp; syst,1.25
lappeenranta univ technol,1.25
lisbon univ inst,1.25
amer assoc advancement sci,1.25
int monetary fund,1.25
idc herzliya,1.25
coll holy cross,1.25
ctr risk commun,1.25
malardalen univ,1.25
tsing hua univ,1.25
penn dept hlth,1.233333333
robert wood johnson fdn,1.208333333
natl univ la plata,1.2
francis marion univ,1.2
univ las amer,1.2
us army,1.2
natl inst occupat safety &amp; hlth,1.2
uab,1.2
amer stat assoc,1.2
sage coll,1.2
univ lusofona,1.2
univ west florida,1.2
catholic univ korea,1.2
hosei univ,1.2
educ univ hong kong,1.2
hanover coll,1.2
northwest univ,1.2
nagoya univ,1.166666667
inst comparat media &amp; commun studies,1.166666667
med univ s carolina,1.166666667
bamberg univ,1.166666667
union coll,1.166666667
cal poly pomona,1.166666667
chulalongkorn univ,1.166666667
cdc,1.166666667
univ moncton,1.166666667
european univ,1.166666667
natl distance educ univ uned,1.166666667
alpen adria univ,1.166666667
univ int catalunya,1.166666667
linnaeus univ,1.166666667
pristop doo,1.166666667
fatih univ,1.166666667
coll st elizabeth,1.166666667
australian commun &amp; media author,1.166666667
tennessee state univ,1.166666667
caribou digital,1.166666667
univ cent arkansas,1.166666667
palo alto univ,1.166666667
daystar univ,1.166666667
univ veracruzana,1.166666667
univ burgos,1.166666667
shanghai univ finance &amp; econ,1.166666667
tokyo fuji univ,1.166666667
wittenberg univ,1.166666667
ashland univ,1.166666667
pante univ,1.166666667
so cross univ,1.162878788
univ aberdeen,1.142857143
albion coll,1.142857143
shizuoka univ,1.142857143
us navy,1.133333333
univ abat oliba ceu,1.133333333
alfred univ,1.128968254
max planck inst human dev &amp; educ,1.125
univ western cape,1.125
museum sci,1.125
king abdulaziz univ,1.111111111
booth univ coll,1.111111111
childrens hosp eastern ontario,1.1
cnr,1.1
lusofona univ,1.1
univ turin,1.1
minnesota dept hlth,1.1
german sport univ cologne,1.1
nih,1.092171717
math policy res,1.090909091
audencia business sch,1.083333333
utah valley univ,1.083333333
agora inc,1.083333333
st leo univ,1.083333333
univ piura,1.083333333
cent univ finance &amp; econ,1.083333333
albany med coll,1.083333333
beijing int studies univ,1.083333333
kt corp,1.083333333
univ stavanger,1.083333333
telenor,1.083333333
hansung univ,1.083333333
marshall univ,1.075
helsinki inst informat technol,1.066666667
wake forest sch med,1.066666667
univ st andrews,1.066666667
natl univ polit studies &amp; publ adm,1.066666667
amc canc res ctr,1.058170996
univ coll,1.055555556
us dept hhs,1.053571429
diw berlin,1.047619048
essec business sch,1.033333333
utica coll,1.033333333
ferrum coll,1.033333333
maine med ctr,1.019444444
massachusetts gen hosp,1.008080808
johnson &amp; wales univ,1
stifterverband,1
stat finland,1
le moyne coll,1
univ la laguna tenerife canarias,1
iulm univ milano,1
univ kingston,1
sw univ,1
king fahd univ petr &amp; minerals,1
johnson state coll,1
suzhou med coll,1
univ jamia millia islamia,1
kotare bioeth ltd,1
state univ campinas unicamp,1
itu,1
kantar vermeer,1
sur univ coll,1
univ juarez autonoma tabasco,1
johannes kepler univ,1
univ incheon,1
staffordshire univ,1
king mongkuts inst technol,1
univ illinois lib,1
kwantlen polytech univ,1
lecg,1
kaplan univ,1
univ houston victoria,1
iteso univ,1
storyline dev,1
lebanese univ,1
john jay coll criminal justice,1
justus liebig univ giessen,1
univ instelling antwerp,1
summit strategies ltd,1
jsi,1
ivy tech community coll indiana,1
stone barns ctr food &amp; agr,1
sustainalbe resource fdn,1
kantar millward brown,1
stakes,1
univ la frontera temuco,1
kalba int inc,1
jacksonville state univ,1
langford court farmhouse,1
swaa,1
kitt consulting grp,1
kanda univ int studies,1
kozminski univ,1
state univ milano,1
kansai gaidai coll,1
swiss fed inst aquat sci &amp; technol,1
johns hopkins med inst,1
swinburne univ,1
ku leuven univ leuven,1
st peters coll,1
sw univ finance &amp; econ,1
univ lapland,1
kairos commun nuim maynooth,1
univ inst lisbon iscte iul,1
st martins inst higher educ,1
katholieke univ leuven vib,1
lawrence livermore natl lab,1
lakehead univ orillia,1
univ hosp n norway,1
stephen d rappaport consulting llc,1
knowledge networks inc,1
suny syracuse,1
state univ campinas,1
lauder sch govt,1
knapp inc,1
kyungnam univ,1
kiel inst world econ,1
korea telecom,1
sunway coll,1
joint program survey methodol,1
jwg univ frankfurt main,1
queens sch business,1
symantec corp,1
univ baltimore,1
npd grp inc,1
roger williams univ,1
rogue commun,1
norwich res pk sci,1
toyama prefectural univ,1
norwegian inst studies res &amp; higher educ,1
norwegian inst studies res &amp; educ,1
norwegian inst studies innovat res &amp; educ,1
rosklide univ,1
no terr univ,1
ross univ,1
northern michigan univ,1
roswell united methodist church,1
towson state univ,1
univ bari a moro,1
nortel networks corp,1
nord univ,1
nobel ctr,1
ntnu norwegian univ sci &amp; technol,1
univ balamand,1
univ bahrain,1
nust,1
univ arts london elephant &amp; castle,1
one otterbein coll,1
univ atenas grecia,1
olmo pertenecen asociac,1
oklahoma state univ english,1
rhode isl coll,1
rhodes sch journalism &amp; media studies,1
richard l roudebush vet affairs med ctr,1
richard stockton coll,1
ogilvy renault llp,1
off fair trading,1
occidente univ,1
rmit univ vietnam,1
oak ridge associated univ,1
nw univ,1
nw oklahoma state univ,1
univ autonoma san luis potosi mexico,1
royal danish sch pharm,1
royal inst great britain,1
opole univ,1
netiq corp,1
new mexico highlands univ,1
s china univ technol,1
new lisbon univ,1
new jersey med coll,1
sacramento state univ,1
new bulgarian univ,1
univ bucarest,1
sagami womens univ,1
netherlands org appl sci res,1
tokyo metropolitan univ,1
netherlands entertainment educ fdn,1
netherlands def acad,1
univ bundeswehr munchen,1
nera econ consulting inc,1
nepa econ consulting,1
neoma business sch,1
ne univ resitencia,1
nbc,1
new mexico inst min &amp; technol nmt,1
thunderbird sch global management,1
new sch social res home,1
new york city dept hlth &amp; mental hyg,1
royal melbourne inst technol,1
niigata seiryo univ,1
nigde univ,1
nifu step,1
tokyo inst technol,1
nicholas copernicus univ,1
univ bolton reino unido,1
nhk japan broadcasting corp,1
univ brasilia unb,1
rush med coll,1
newman univ,1
tkk helsinki univ technol,1
univ bretagne occidentale,1
new zealand inst study competit &amp; regulat,1
new york univ abu dhabi,1
s carolina state univ,1
tianjin foreign studies univ,1
reserve bank india,1
res solut inc,1
thq,1
poslovni mediji doo,1
tunghai univ,1
presbyterian coll,1
uneca,1
premeditated media llc,1
prain &amp; rhee inc,1
poznan univ tech,1
poznan tech univ,1
red deer coll,1
portuguese catholic univ,1
polit roberto ruffilli,1
tulane sch publ hlth &amp; trop med,1
unesco ginebra,1
reed coll,1
tuck sch business dartmouth,1
pontificia univ catolica minas gerais,1
pontifical catholic univ rio de janeiro,1
pontif catholic univ ecuador,1
pompeu fabra univ upf,1
presidency univ,1
rangsit univ,1
prince sultan univ,1
pristop commun,1
uaem,1
uba,1
quadriga hsch berlin,1
qut business sch,1
tv auton de las illes balears,1
turner,1
radboud univ,1
purdue univ northwest,1
pukyong natl univ,1
pucv,1
ufz helmholtz ctr environm res,1
uganda christian univ,1
uit,1
ulht,1
uludag univ,1
private univ seeburg castle,1
privacy int,1
pompeu fabra univ barcelona,1
pob,1
res inst languages finland,1
otto friedrich univ,1
rennes inst polit studies,1
univ amer,1
univ amsterdam media studies,1
univ anadolu,1
oxford trust,1
tshwane univ technol,1
ouachita baptist univ,1
otto friedrich univ bamberg,1
otterbein coll,1
pittsburgh theol seminary,1
truman state univ,1
otaru univ commerce,1
res amer,1
oslo sch management,1
oslo &amp; akershus coll appl sci,1
res ctr juelich germany,1
res ctr julich,1
oregon hlth sci univ,1
univ algarve faro,1
panason technol inc,1
pante univ athens,1
panyapiwat inst management,1
regtp regulatory author telecommun &amp; posts,1
unitec new zealand,1
united nations inst disarmament res unidir,1
united nations univ,1
pew res ctr people &amp; press,1
peres acad ctr,1
pennsylvania state univ harrisburg,1
univ a mickiewicz,1
regulatory affairs dept,1
penn state behrend,1
univ abertay,1
penn coll technol,1
pedag univ cracow,1
peace is sexy,1
univ alaska,1
parsons appl econ,1
parker telecommun,1
univ cagliari,1
sait polytech,1
symbiosis sch media &amp; commun,1
maltepe univ,1
smithsonian astrophys observ,1
marmara univ,1
so analyt,1
marketingnpv,1
univ estatal kent,1
maria curie sklodowska univ lublin,1
so illinois univ carbondale,1
manchester community coll,1
univ fed parana,1
univ fed sergipe,1
macromedia univ media &amp; commun mhmk,1
so polytech state univ suburban atlanta,1
macquarie grad sch management,1
univ fed rio grande do norte ufrn,1
so taiwan univ,1
maastricht univ um,1
social sci res ctr berlin,1
univ fed santa maria,1
univ estadual ponta grossa,1
maryville univ,1
slippery rock univ penn,1
max planck inst study religious &amp; ethn div,1
si int inc,1
